# timestamp [ns], vertex-id, mission-id, p_G_Ix [m], p_G_Iy [m], p_G_Iz [m], q_G_Iw, q_G_Ix, q_G_Iy, q_G_Iz, p_M_Ix [m], p_M_Iy [m], p_M_Iz [m], q_M_Iw, q_M_Ix, q_M_Iy, q_M_Iz, v_Mx [m/s], v_My [m/s], v_Mz [m/s], bgx [rad/s], bgy [rad/s], bgz [rad/s], bax [m/s^2], bay [m/s^2], baz [m/s^2]
1403715886784058000, 17440e7f06ac3c182400000000000000, a83e266906ac3c181200000000000000, 0.00175236704505354, -0.000753462480997678, -0.00550004626554244, 0.560731723360017, 0.0370199406849031, -0.82716921754363, 0.000737534847152957, 0.00175236704505354, -0.000753462480997678, -0.00550004626554244, 0.560731723360017, 0.0370199406849031, -0.82716921754363, 0.000737534847152957, 0.00925554216176254, -0.00141157863007892, -0.0264289327236573, -0.000813280516692051, 0.00838518550270128, 0.067757928557598, 0.00325526919399616, 0.0001345123346255, -0.00128177638382417
1403715886884058000, 61f5858506ac3c182900000000000000, a83e266906ac3c181200000000000000, 0.00280914488355817, -0.00042143922925178, -0.00621458295840052, 0.559035437884025, 0.0376474394147206, -0.828288623580246, 7.44504756786657e-05, 0.00280914488355817, -0.00042143922925178, -0.00621458295840052, 0.559035437884025, 0.0376474394147206, -0.828288623580246, 7.44504756786657e-05, 0.00205631603360651, -0.00267835446229835, -0.0204200787163032, -0.00133641584869271, 0.010109133795226, 0.0719753111192297, -0.00704769494242899, -0.000303578279245353, 0.00286715259954521
1403715886984058000, 5e6b4d8c06ac3c182f00000000000000, a83e266906ac3c181200000000000000, 0.00278345093672, -0.000873736296308375, -0.00613610944533582, 0.559474093545747, 0.0374458863415459, -0.828001485916953, 0.000289078845165427, 0.00278345093672, -0.000873736296308375, -0.00613610944533582, 0.559474093545747, 0.0374458863415459, -0.828001485916953, 0.000289078845165427, 0.000969477972766988, -0.00257127917362129, -0.0140145932403889, -0.00103198051997109, 0.0121289603714358, 0.0736346344818039, -0.017709928553288, -0.000775535887274759, 0.00716306158384024
1403715887084058000, 8144379306ac3c183500000000000000, a83e266906ac3c181200000000000000, 0.00269945171983479, -0.000813900174766016, -0.00627126790349569, 0.560246946822896, 0.0374228356390622, -0.827479745156232, 0.00040162735653801, 0.00269945171983479, -0.000813900174766016, -0.00627126790349569, 0.560246946822896, 0.0374228356390622, -0.827479745156232, 0.00040162735653801, 0.00304690766913032, -0.00081976713200758, -0.012367127573491, -0.00130846453567199, 0.0133472551776475, 0.0746457740644924, -0.013825963000709, -0.000610422332177387, 0.00563924059281006
1403715887184058000, 30c6369a06ac3c183b00000000000000, a83e266906ac3c181200000000000000, 0.00250041031433564, -0.000971850877851579, -0.00604927075206617, 0.560456606414659, 0.0374382156184365, -0.827337107032328, 0.000289248768000548, 0.00250041031433564, -0.000971850877851579, -0.00604927075206617, 0.560456606414659, 0.0374382156184365, -0.827337107032328, 0.000289248768000548, 0.00296864907416168, -0.000463728956244054, -0.0104393027152907, -0.00127384102817049, 0.0145662885387965, 0.0752436996937351, -0.0135023350865326, -0.000592877896383308, 0.00553228750353203
1403715887284058000, cd2223a106ac3c184100000000000000, a83e266906ac3c181200000000000000, 0.0023810387856593, -0.000751559075590305, -0.00576560799362188, 0.560486306950464, 0.0375571338786232, -0.827311613373565, 0.000236205593958635, 0.0023810387856593, -0.000751559075590305, -0.00576560799362188, 0.560486306950464, 0.0375571338786232, -0.827311613373565, 0.000236205593958635, 0.00247104787090781, -0.00138912011485039, -0.00803902734360259, -0.00155052819084554, 0.015473190326386, 0.0757963510685452, -0.014155055977604, -0.000615701227100684, 0.00578977348102137
1403715887384058000, 2276eba706ac3c184700000000000000, a83e266906ac3c181200000000000000, 0.00245793851826543, -0.000439112676504879, -0.00588526771313901, 0.560634315175817, 0.0375541677315019, -0.827211367366635, 0.000450369579820494, 0.00245793851826543, -0.000439112676504879, -0.00588526771313901, 0.560634315175817, 0.0375541677315019, -0.827211367366635, 0.000450369579820494, 0.00265582167976323, 0.00089409572756039, -0.00755127114388484, -0.00175130633827023, 0.0158974931279616, 0.0760917468388829, -0.0139831156946218, -0.000628395809781303, 0.00574862112700559
1403715887484058000, 3b094bae06ac3c184d00000000000000, a83e266906ac3c181200000000000000, 0.00228792428647939, -0.000661328935348217, -0.00546379125329282, 0.560622748692064, 0.0375450497597234, -0.827219658071659, 0.00037441594936894, 0.00228792428647939, -0.000661328935348217, -0.00546379125329282, 0.560622748692064, 0.0375450497597234, -0.827219658071659, 0.00037441594936894, 0.00239893955561616, -4.80400768360501e-05, -0.00581772000109139, -0.00164845550209382, 0.0165683835720386, 0.0763827901141462, -0.0144456448061257, -0.000642174613457748, 0.00591240579582729
1403715887584058000, 64b4d9b406ac3c185300000000000000, a83e266906ac3c181200000000000000, 0.00222523359236112, -0.000876732268247438, -0.00514406254116644, 0.560620272526086, 0.0375658956483318, -0.827220422033397, 0.000294767372756536, 0.00222523359236112, -0.000876732268247438, -0.00514406254116644, 0.560620272526086, 0.0375658956483318, -0.827220422033397, 0.000294767372756536, 0.00276391029117638, 0.000268044292373018, -0.0042383483826657, -0.0015864973569959, 0.0170183093380724, 0.0766006438414912, -0.0149802721908755, -0.000649794823883293, 0.00608950345804068
1403715887684058000, 82e5a1bb06ac3c185900000000000000, a83e266906ac3c181200000000000000, 0.00214606346863118, -0.000831789830685624, -0.00490001480075047, 0.560620045078037, 0.0375889586609989, -0.827219528679892, 0.000294302733595165, 0.00214606346863118, -0.000831789830685624, -0.00490001480075047, 0.560620045078037, 0.0375889586609989, -0.827219528679892, 0.000294302733595165, 0.00270571540549048, -0.000428508239856846, -0.00260055725219708, -0.00163812093529354, 0.0173520086586494, 0.0767011511238608, -0.0149446942790964, -0.000642934914583872, 0.00606609566488787
