1403638129795097088,0.00580,0.00055,0.06242,-0.02009,0.84014,-0.00094,0.54200,0.01604,0.02005,0.16185,
1403638129895097088,0.00941,0.00292,0.08173,-0.02840,0.85254,0.01068,0.52178,0.02814,0.03341,0.24333,
1403638129995096832,0.01541,0.00498,0.11198,-0.03997,0.85746,0.02022,0.51259,0.04898,0.02252,0.35026,
1403638130095097088,0.02300,0.00530,0.15016,-0.05657,0.85351,0.01508,0.51777,0.05412,0.00988,0.39088,
1403638130195097088,0.02983,0.00717,0.18918,-0.06382,0.85292,0.01790,0.51781,0.05506,0.02052,0.38984,
1403638130295097088,0.03557,0.00858,0.22989,-0.07031,0.85087,0.02057,0.52024,0.05414,0.00046,0.42016,
1403638130395097088,0.04206,0.00865,0.27209,-0.08174,0.84535,0.00957,0.52783,0.04753,-0.00474,0.40468,
1403638130495096832,0.04549,0.01009,0.31122,-0.08534,0.84468,0.01523,0.52821,0.03626,0.01041,0.38521,
1403638130595097088,0.04770,0.01223,0.34913,-0.07666,0.84540,0.02393,0.52806,0.02950,0.00447,0.38108,
1403638130695097088,0.04867,0.01075,0.38716,-0.08022,0.83860,0.01852,0.53849,0.01787,-0.02184,0.37014,
1403638130795097088,0.04900,0.00986,0.42139,-0.09734,0.83140,0.00402,0.54706,0.00687,-0.02556,0.30194,
1403638130895097088,0.04763,0.00788,0.44610,-0.10311,0.82864,0.00268,0.55020,-0.02937,-0.04972,0.17113,
1403638130995096832,0.04319,0.00397,0.45724,-0.09980,0.81791,-0.00485,0.56660,-0.04125,-0.06550,0.00754,
1403638131095097088,0.03805,0.00275,0.45048,-0.09335,0.80895,-0.01005,0.58033,-0.02898,-0.02999,-0.18912,
1403638131195097088,0.03579,0.00800,0.42736,-0.07769,0.81398,-0.00279,0.57567,-0.01778,0.00165,-0.31028,
1403638131295097088,0.03572,0.01257,0.39689,-0.06352,0.82360,0.01000,0.56351,-0.02199,-0.00280,-0.34978,
1403638131395097088,0.03337,0.01332,0.36645,-0.06004,0.82445,0.01115,0.56263,-0.04202,-0.02347,-0.36756,
1403638131495096832,0.03012,0.01116,0.33351,-0.05220,0.82310,0.01178,0.56537,-0.05216,-0.03377,-0.39884,
1403638131595097088,0.02501,0.00934,0.29450,-0.04852,0.82586,0.01324,0.56163,-0.05346,-0.02970,-0.43609,
1403638131695097088,0.01995,0.00571,0.25316,-0.04548,0.82650,0.01751,0.56082,-0.05396,-0.03857,-0.45454,
1403638131795097088,0.01478,0.00127,0.20622,-0.03758,0.82700,0.02145,0.56053,-0.06149,-0.04548,-0.45601,
1403638131895097088,0.01106,-0.00324,0.16458,-0.02722,0.82816,0.02479,0.55928,-0.05552,-0.04450,-0.41145,
1403638131995096832,0.00676,-0.00637,0.12929,-0.02004,0.83000,0.03076,0.55655,-0.02939,-0.01743,-0.25887,
1403638132095097088,0.00487,-0.00601,0.11528,-0.01172,0.83525,0.04724,0.54771,-0.00195,0.01427,-0.02202,
1403638132195097088,0.00742,-0.00478,0.13425,-0.01082,0.83483,0.05395,0.54776,0.01835,0.01808,0.30460,
1403638132295097088,0.00932,-0.00324,0.17754,-0.02350,0.82681,0.04628,0.56008,0.02327,0.02888,0.51016,
1403638132395097088,0.00986,0.00051,0.23367,-0.03526,0.82211,0.04032,0.56680,0.02637,0.04689,0.57081,
1403638132495096832,0.01165,0.00343,0.29221,-0.05458,0.81369,0.02898,0.57800,0.02130,0.02833,0.58199,
1403638132595097088,0.01367,0.00608,0.34710,-0.07321,0.79971,0.01452,0.59574,0.02910,0.05084,0.49677,
1403638132695097088,0.01557,0.01419,0.38781,-0.08099,0.79950,0.01167,0.59507,0.01738,0.09817,0.31234,
1403638132795097088,0.01824,0.02507,0.41246,-0.08265,0.80506,0.00989,0.58732,-0.00564,0.10494,0.18120,
1403638132895097088,0.01664,0.03295,0.42307,-0.08812,0.79760,0.00114,0.59672,-0.01697,0.05273,0.01845,
1403638132995096832,0.01711,0.03493,0.41778,-0.09258,0.79083,-0.00090,0.60499,0.00617,-0.02220,-0.13695,
1403638133095097088,0.01873,0.02613,0.40009,-0.08262,0.79526,0.01332,0.60046,0.02326,-0.13715,-0.23063,
1403638133195097088,0.02233,0.00607,0.37590,-0.07053,0.79954,0.01482,0.59627,0.02378,-0.26222,-0.24736,
1403638133295097088,0.02501,-0.02481,0.35169,-0.05359,0.80108,0.00426,0.59613,-0.00068,-0.36802,-0.26406,
1403638133395097088,0.02372,-0.06402,0.32530,-0.03517,0.80711,-0.00320,0.58935,-0.03919,-0.42851,-0.25626,
1403638133495096832,0.01700,-0.10999,0.30569,-0.01572,0.80990,-0.01686,0.58612,-0.09073,-0.46405,-0.20432,
1403638133595097088,0.00492,-0.15622,0.28750,-0.00834,0.81120,-0.03871,0.58343,-0.13864,-0.43798,-0.19223,
1403638133695097088,-0.01048,-0.19846,0.26862,-0.00955,0.81467,-0.05426,0.57730,-0.16644,-0.38199,-0.18041,
1403638133795097088,-0.02449,-0.23418,0.25294,0.00300,0.81634,-0.06673,0.57369,-0.11751,-0.31233,-0.17274,
1403638133895097088,-0.03282,-0.25919,0.23707,0.01923,0.81874,-0.07435,0.56900,-0.02394,-0.16960,-0.14860,
1403638133995096832,-0.02254,-0.26901,0.23324,0.01799,0.81772,-0.07310,0.57067,0.12111,0.04494,-0.04857,
1403638134095097088,0.00115,-0.25550,0.23225,0.01220,0.82110,-0.06090,0.56739,0.21554,0.22390,-0.00642,
1403638134195097088,0.03837,-0.24067,0.22301,0.00570,0.82318,-0.04736,0.56578,0.29507,0.30094,0.04166,
1403638134295097088,0.06380,-0.19508,0.23894,0.00468,0.81414,-0.05816,0.57773,0.32063,0.40268,0.05923,
1403638134395097088,0.09910,-0.15512,0.24290,-0.00809,0.81574,-0.05995,0.57525,0.30686,0.45904,0.02994,
1403638134495096832,0.13012,-0.11238,0.24514,-0.01788,0.81718,-0.06192,0.57277,0.25366,0.46221,0.04645,
1403638134595097088,0.15472,-0.06965,0.24852,-0.03142,0.81571,-0.06496,0.57394,0.18055,0.47831,0.05401,
1403638134695097088,0.16855,-0.02269,0.25271,-0.03423,0.81891,-0.06505,0.56920,0.10735,0.48967,0.06677,
1403638134795097088,0.17956,0.02258,0.25546,-0.03520,0.82568,-0.05989,0.55985,0.08820,0.46715,0.10471,
1403638134895097088,0.18737,0.06478,0.26371,-0.03131,0.82758,-0.05655,0.55762,0.05067,0.40048,0.12608,
1403638134995096832,0.19190,0.10125,0.26869,-0.02975,0.82347,-0.05891,0.56351,0.01730,0.34187,0.04494,
1403638135095097088,0.19266,0.13083,0.26867,-0.02475,0.82703,-0.05199,0.55920,-0.00025,0.25852,-0.02275,
1403638135195097088,0.19028,0.14850,0.26215,-0.02202,0.83095,-0.04512,0.55407,-0.04082,0.11099,-0.07040,
