# timestamp [ns], vertex-id, mission-id, p_G_Ix [m], p_G_Iy [m], p_G_Iz [m], q_G_Iw, q_G_Ix, q_G_Iy, q_G_Iz, p_M_Ix [m], p_M_Iy [m], p_M_Iz [m], q_M_Iw, q_M_Ix, q_M_Iy, q_M_Iz, v_Mx [m/s], v_My [m/s], v_Mz [m/s], bgx [rad/s], bgy [rad/s], bgz [rad/s], bax [m/s^2], bay [m/s^2], baz [m/s^2]
1403637130738319000, dca1196765ab3c182400000000000000, c7d06d5065ab3c181200000000000000, 0.0003186970576215, -0.00311953236324724, -0.00538281150866977, 0.607992239576855, -0.0691213803592825, -0.790841153470626, -0.011744844349625, 0.0003186970576215, -0.00311953236324724, -0.00538281150866977, 0.607992239576855, -0.0691213803592825, -0.790841153470626, -0.011744844349625, -0.0177968263078373, -0.0186414111624986, -0.0242486930276688, 0.000664907414105659, 0.00881023280329664, 0.0713697438147442, -0.00933800182743103, 0.000951440345540477, 0.00209344611150781
1403637130838319000, fad7286e65ab3c182900000000000000, c7d06d5065ab3c181200000000000000, 0.000181706357759646, -0.00228585998770947, -0.00577389959606268, 0.61321827360359, -0.0699393151168577, -0.786750613325639, -0.00976286593929782, 0.000181706357759646, -0.00228585998770947, -0.00577389959606268, 0.61321827360359, -0.0699393151168577, -0.786750613325639, -0.00976286593929782, 0.00414109397912635, 0.00107946796844297, -0.0160178511746822, -0.000337149454440328, 0.0138261639851007, 0.0769801008712671, -0.0102708670643877, 0.00085117580452524, 0.00266432259955733
1403637130938319000, 1cbcf07465ab3c182f00000000000000, c7d06d5065ab3c181200000000000000, 0.000483450348737277, -0.00303472852555497, -0.00610301355340578, 0.611707690305619, -0.0694764111205884, -0.787954200037032, -0.0107195411640976, 0.000483450348737277, -0.00303472852555497, -0.00610301355340578, 0.611707690305619, -0.0694764111205884, -0.787954200037032, -0.0107195411640976, -0.00157710277068848, -0.004159202872479, -0.00628344229358375, -7.36265001969553e-05, 0.0147512973539599, 0.074998225498534, -0.0516138927215284, 0.00373081677777949, 0.0134388547045322
1403637131038319000, fcd4307c65ab3c183500000000000000, c7d06d5065ab3c181200000000000000, 0.00110677531657982, -0.00120107045349371, -0.00625960428485009, 0.612228751410096, -0.069393119015799, -0.787559707587084, -0.0105003792998519, 0.00110677531657982, -0.00120107045349371, -0.00625960428485009, 0.612228751410096, -0.069393119015799, -0.787559707587084, -0.0105003792998519, 0.000554121071584689, 0.0027209719998155, -0.00723209970881626, -0.00140065372618188, 0.0158325834779766, 0.0767914302393333, -0.0382575458145173, 0.00305977691457735, 0.00989509187423743
1403637131138319000, 094df58265ab3c183b00000000000000, c7d06d5065ab3c181200000000000000, 0.00135923657692158, -0.00243305207928029, -0.00577684062583437, 0.611547205472441, -0.0693417897978307, -0.788087883584265, -0.0109187643145421, 0.00135923657692158, -0.00243305207928029, -0.00577684062583437, 0.611547205472441, -0.0693417897978307, -0.788087883584265, -0.0109187643145421, -0.00358182135337667, -0.0136990296763249, -0.00468868677042029, -0.000384486165396139, 0.0168003551629886, 0.0771081403383536, -0.0465133487885227, 0.00363366385922329, 0.0120673180185637
1403637131238319000, bf65c58965ab3c184100000000000000, c7d06d5065ab3c181200000000000000, 0.00153234417067709, -0.00263424810626507, -0.00590301704819157, 0.611933473802326, -0.0688262384645591, -0.787826755615573, -0.0113743428504258, 0.00153234417067709, -0.00263424810626507, -0.00590301704819157, 0.611933473802326, -0.0688262384645591, -0.787826755615573, -0.0113743428504258, -0.00162892867518529, -0.00876076138704703, -0.00382237835542598, -0.000741053060414974, 0.0169377998707956, 0.0767214067998685, -0.0382298757868736, 0.0034878520684144, 0.00977963797858244
1403637131338319000, cd97e59065ab3c184700000000000000, c7d06d5065ab3c181200000000000000, 0.00128067852823188, -0.002712402148083, -0.00612590029054979, 0.612003333719689, -0.0689409917082689, -0.787760991517294, -0.0114751654435937, 0.00128067852823188, -0.002712402148083, -0.00612590029054979, 0.612003333719689, -0.0689409917082689, -0.787760991517294, -0.0114751654435937, -0.00115688571735392, -0.00459798222071866, -0.00344299514574459, -0.000913151200896167, 0.0170529098439424, 0.0766657266705761, -0.0353286918388729, 0.00351224226882705, 0.0089207286155625
1403637131438319000, 4004609765ab3c184d00000000000000, c7d06d5065ab3c181200000000000000, 0.000960167191520414, -0.00319454571524588, -0.00618813571525033, 0.612129517822655, -0.0691290684679983, -0.787654784922189, -0.010888759898704, 0.000960167191520414, -0.00319454571524588, -0.00618813571525033, 0.612129517822655, -0.0691290684679983, -0.787654784922189, -0.010888759898704, -0.00269864726685767, -0.00590961586674721, -0.00500572665472966, -0.000868834040087397, 0.0173186390307223, 0.076220652788798, -0.0354580893400547, 0.00346180088363308, 0.00893004470432165
1403637131538319000, b6cd4e9e65ab3c185300000000000000, c7d06d5065ab3c181200000000000000, 0.00158045854704409, -0.00239651391715692, -0.00742783057712349, 0.612421791887328, -0.0689604591136466, -0.787435147102788, -0.0113970613563944, 0.00158045854704409, -0.00239651391715692, -0.00742783057712349, 0.612421791887328, -0.0689604591136466, -0.787435147102788, -0.0113970613563944, 0.00569103249774912, 0.00319349306188789, -0.0052166637171884, -0.00121990251191952, 0.016909421133044, 0.0767561553897027, -0.0300406333078657, 0.00370145866269816, 0.0073796526317399
1403637131638319000, bc5aaaa565ab3c185900000000000000, c7d06d5065ab3c181200000000000000, 0.00100382744193463, -0.00344374250598911, -0.00556745208595628, 0.612172545224842, -0.0694539564590475, -0.787591335559079, -0.0109914037952105, 0.00100382744193463, -0.00344374250598911, -0.00556745208595628, 0.612172545224842, -0.0694539564590475, -0.787591335559079, -0.0109914037952105, -0.00119731708133082, -0.00356499557843745, -0.000698715147730898, -0.00096539199228727, 0.0179960341670363, 0.0766769817219087, -0.0321002994285088, 0.00377965824006384, 0.00788130917691582
