timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1413393886005760512, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.522842072162110476e-03, -8.067308105244743732e-01, 0.000000000000000000e+00, 5.909086130141101290e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.000000000000000278e-02, 8.999999999999999667e-02, 1.000000000000000021e-02, 
1413393886055760384, -4.652444504994285597e-06, -7.289828183849051259e-05, -3.697351140070300092e-05, -8.290143120076356661e-03, -8.005882302537861150e-01, 5.223931927273406731e-03, 5.991347675117667526e-01, 4.606556770030935215e-03, 6.366874648352021607e-04, -1.933836201823347506e-03, 2.555984148884148034e-04, 9.970214334902324869e-04, 1.448547644204991550e-03, -4.997409860289506872e-02, 8.994091636354543950e-02, 1.001021643785121248e-02, 
1413393886105760512, 1.540760395109037244e-04, -2.024777975289811894e-05, -9.756454631482668635e-05, -9.654571355827585091e-03, -8.030737981322602081e-01, 6.162058675603166065e-03, 5.957694965657771569e-01, 5.144170752613812410e-03, 4.867426049537821112e-03, -1.056617945144978270e-03, 9.182916864519871658e-04, 7.143648561173591809e-03, 1.197617621319620185e-02, -4.477739247225750313e-02, 8.973684275134106991e-02, 8.199321217353760724e-03, 
1413393886155760384, 2.548956533841591600e-04, -1.339729446592061082e-04, 3.411920656313959161e-04, -8.664591193710812281e-03, -8.041568543482593423e-01, 5.741811416214629912e-03, 5.943262656704809688e-01, 9.592739054027998521e-03, 2.546322692466041274e-03, 4.799286441275262688e-03, 1.051680251182934411e-03, 2.200051077586984496e-02, 4.964998615953301886e-02, -2.295503090219283560e-02, 8.944571837889976618e-02, 1.697816723355735765e-03, 
1413393886205760512, 5.344170017791850108e-04, -2.505521869654949753e-04, 5.868854395826224616e-04, -8.604130301372097181e-03, -8.048158552106070562e-01, 5.817153482924042156e-03, 5.934337105934683887e-01, 7.529347596665938482e-03, 1.283095830329152595e-03, 2.098836534486691642e-03, 6.405533251660378447e-04, 2.237173824248444784e-02, 5.340893748306602823e-02, -1.384158193244699499e-02, 8.943644732180158763e-02, -1.344942366880985240e-03, 
1413393886255760384, 6.088704225286169832e-04, -2.740316236806106210e-04, 5.671511439555171081e-04, -8.678849238333705834e-03, -8.054892207529310566e-01, 5.886423419643427649e-03, 5.925176308314031859e-01, 4.357668116377185104e-03, 2.919741553465662193e-03, -1.003081027449254092e-03, 3.778220604170004385e-04, 2.243358473454322780e-02, 5.607044719290056600e-02, -8.527270438029262156e-03, 8.939998125642735494e-02, -3.227606306535093800e-03, 
1413393886305760512, 2.040994729608531112e-04, -1.112833876016517548e-04, 4.474355202025859105e-04, -8.083347316671526950e-03, -8.069416213468572074e-01, 5.331065638768044818e-03, 5.905518258149904387e-01, -3.430012828999244655e-04, 4.633519334106646868e-03, -2.077027469044088299e-04, -8.081731433769495567e-04, 2.275448415314306611e-02, 6.473264890516387815e-02, -6.644902073229028150e-03, 8.945579180603807634e-02, -3.832754894751706602e-03, 
1413393886355760384, 1.839113916359233253e-04, -4.395311414930516540e-05, 3.317313648779758551e-04, -7.994772264537442982e-03, -8.070147338867265097e-01, 5.225912879546722005e-03, 5.904540564182363394e-01, 3.088458484846600891e-03, 6.093696981160442614e-04, 4.326446748070962014e-04, -1.278532277663353223e-03, 2.285639103681956844e-02, 6.688262701350994321e-02, -9.423014135694260038e-03, 8.956798352705971911e-02, -2.864674166165652631e-03, 
1413393886405760512, 2.209141693071014665e-04, -4.586271933139738765e-05, 3.219056912398895348e-04, -8.008014826987980631e-03, -8.069425359881866600e-01, 5.302346485422243516e-03, 5.905518609175942624e-01, -9.529328991471247329e-05, -5.690384692259650582e-04, -5.153696153613199563e-04, -1.314489846467157500e-03, 2.286915482993329488e-02, 6.738729953502628489e-02, -9.770284510015997056e-03, 8.963261294663588119e-02, -2.781571650391611705e-03, 
1413393886455760384, 2.382673570677449200e-05, 3.551175336240281524e-06, 2.491451464925403076e-04, -7.707171209484656692e-03, -8.071536861217771808e-01, 5.039973884158324355e-03, 5.902695360216571041e-01, -1.780073259447926756e-03, 1.570276163891401108e-03, 2.274626299112401443e-05, -1.387997207485488398e-03, 2.322777793982828617e-02, 7.006098013563913374e-02, -1.166439502924885435e-02, 8.953853836415610890e-02, -2.195838933688675724e-03, 
