timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1403636579813555456, 1.721415148263238153e-12, 7.304331678982354829e-12, -1.208794523641837621e-11, -4.607687946525472478e-02, -8.083396209402586852e-01, -4.740667497684353097e-04, 5.869103455022922633e-01, -2.862076274295467446e-02, -7.219530859778311091e-03, -3.809420710287094169e-01, -3.189398782685994548e-03, 2.134595276370372663e-02, 7.882354211497749619e-02, -2.845868234254976883e-02, 1.344122401450008608e-01, 7.666460123882541666e-02, 0
1403636579863555584, -1.185749707886767481e-03, -5.322198102769736721e-04, -2.063568987639419899e-02, -4.610574246986042651e-02, -8.097295898343436216e-01, -3.240804910036176097e-03, 5.849801270483843130e-01, -2.319631040253340368e-02, -1.321362870080541874e-02, -4.408102818218264662e-01, -3.189488932291849928e-03, 2.134639019835662260e-02, 7.882512343307344904e-02, -2.841955801707748280e-02, 1.344973889498543851e-01, 7.679688776859522337e-02, 0
1403636579913555456, -1.850051308548199269e-03, -1.452713108316467132e-03, -4.413361390448179017e-02, -4.637098902301033110e-02, -8.126804381960364143e-01, -4.065284354461596965e-03, 5.808474069957131336e-01, -2.279339516139706513e-03, -2.519138525257035716e-02, -4.957387432517424419e-01, -3.189598448326824969e-03, 2.134682189436785255e-02, 7.882670322724340262e-02, -2.838717543004311283e-02, 1.345783823226786580e-01, 7.692405065205534798e-02, 0
1403636579963555584, -1.473989073690699578e-03, -1.813285187525142316e-03, -6.197205435691773706e-02, -4.721932236414992656e-02, -8.159359871182704227e-01, -2.676534616132429309e-03, 5.762045094263432699e-01, 7.799679413364277170e-03, -3.608565349143857265e-03, -3.432325638234182685e-01, -3.189598448326824969e-03, 2.134682189436785255e-02, 7.882670322724340262e-02, -2.838717543004311283e-02, 1.345783823226786580e-01, 7.692405065205534798e-02, 3
1403636580013555456, -6.368289341088361616e-04, -2.950936808092504728e-03, -8.770033331660453957e-02, -4.916005542285788871e-02, -8.184882240144261134e-01, -7.719436077515116380e-04, 5.724156882926941803e-01, 9.559902413193696602e-03, -6.365862881126003667e-03, -4.062899340155903261e-01, -3.189598448326824969e-03, 2.134682189436785255e-02, 7.882670322724340262e-02, -2.838717543004311283e-02, 1.345783823226786580e-01, 7.692405065205534798e-02, 3
1403636580063555584, -3.097187813767832143e-05, -4.008905428755238018e-03, -1.085000742656306305e-01, -5.053998446616467244e-02, -8.202733410566649397e-01, 3.692780007015675041e-04, 5.697343412114582728e-01, 7.066392326452772266e-03, -5.676675396572082415e-03, -3.899538763921666096e-01, -3.189598448326824969e-03, 2.134682189436785255e-02, 7.882670322724340262e-02, -2.838717543004311283e-02, 1.345783823226786580e-01, 7.692405065205534798e-02, 3
1403636580113555456, 8.654865570479619574e-04, -5.419461211119309084e-03, -1.399713613558976055e-01, -5.255244004227536264e-02, -8.214397635460044533e-01, 2.667667373454722310e-03, 5.678625180991185850e-01, 7.480268974273923677e-03, -5.620493976758466487e-03, -4.379244976046151594e-01, -3.189598448326824969e-03, 2.134682189436785255e-02, 7.882670322724340262e-02, -2.838717543004311283e-02, 1.345783823226786580e-01, 7.692405065205534798e-02, 3
1403636580163555584, 1.283047314823336288e-03, -9.542272081900313868e-03, -1.764454725511256372e-01, -5.124315701554623542e-02, -8.233523973591140299e-01, 7.397958100085709737e-04, 5.652118375655621474e-01, 2.388094095728942115e-02, -2.972872905211983163e-02, -4.973169037402725423e-01, -3.190103424100435882e-03, 2.134849937014149379e-02, 7.883439307306734645e-02, -2.833511217235742605e-02, 1.344726806831555710e-01, 7.732971483967870929e-02, 0
1403636580213555456, 2.375199733937826893e-03, -1.048803173468830334e-02, -1.982401716858495366e-01, -5.168134959931432876e-02, -8.244436791210212334e-01, 1.868454161535244677e-03, 5.635762299281564802e-01, 2.200775596424264791e-02, -1.975722538662752492e-02, -4.502122295752526981e-01, -3.190103424100435882e-03, 2.134849937014149379e-02, 7.883439307306734645e-02, -2.833511217235742605e-02, 1.344726806831555710e-01, 7.732971483967870929e-02, 8
1403636580263555584, 3.591152867162434106e-03, -1.168199550368544982e-02, -2.175558185080129492e-01, -5.163741881600394934e-02, -8.258900550015461084e-01, 2.489147609405864027e-03, 5.614561409155147675e-01, 2.185416979836157791e-02, -2.055510662131507932e-02, -4.443534781479114848e-01, -3.190103424100435882e-03, 2.134849937014149379e-02, 7.883439307306734645e-02, -2.833511217235742605e-02, 1.344726806831555710e-01, 7.732971483967870929e-02, 8
1403636580313555456, 5.079402863961791220e-03, -1.264627330151481613e-02, -2.337427589438209052e-01, -5.032193351914765467e-02, -8.280727935867410183e-01, 1.755542982829118781e-03, 5.583547882817705421e-01, 2.092915330833153287e-02, -1.890767419666408711e-02, -4.340899270272151611e-01, -3.190103424100435882e-03, 2.134849937014149379e-02, 7.883439307306734645e-02, -2.833511217235742605e-02, 1.344726806831555710e-01, 7.732971483967870929e-02, 8
1403636580363555584, 7.916034029673436195e-03, -1.456716556956368959e-02, -2.557565029642935306e-01, -4.977610759868872359e-02, -8.311325182074379425e-01, 3.187753477288551331e-03, 5.538329301497471047e-01, 2.350596599927190500e-02, -2.156628007943264119e-02, -4.707719146805138255e-01, -3.190103424100435882e-03, 2.134849937014149379e-02, 7.883439307306734645e-02, -2.833511217235742605e-02, 1.344726806831555710e-01, 7.732971483967870929e-02, 8
1403636580413555456, 1.045045997553696246e-02, -1.735429121177291603e-02, -2.765674791307217717e-01, -4.701012041261423691e-02, -8.358783328892301911e-01, -7.211984081652307425e-05, 5.468980307002769825e-01, 4.321520931719873698e-02, -2.807920634931258125e-02, -2.900464611102051560e-01, -3.191159209195715274e-03, 2.134941818441962388e-02, 7.884204611582820710e-02, -2.841590162548579893e-02, 1.339375917515009395e-01, 7.733794131107134262e-02, 0
1403636580463555584, 1.242056470080889902e-02, -1.859928564690241024e-02, -2.886148200544180198e-01, -4.682494482776503042e-02, -8.405908604400529338e-01, 8.546628927462769252e-04, 5.396421957536935432e-01, 4.254955169230974221e-02, -2.310592247807543784e-02, -2.814623414621833519e-01, -3.191159209195715274e-03, 2.134941818441962388e-02, 7.884204611582820710e-02, -2.841590162548579893e-02, 1.339375917515009395e-01, 7.733794131107134262e-02, 13
