timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
607891123962, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.071925210379536017e-02, -9.991767777374316317e-01, 0.000000000000000000e+00, 2.649706361895080506e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 
607924484194, 2.972366913521070799e-06, 1.575577611951990064e-06, -5.302213430217340652e-07, -3.077573590395700498e-02, -9.991573251375934772e-01, 9.111514880511431915e-05, 2.715668244629735814e-02, 3.067709904729729996e-04, 4.630325995673345362e-05, -6.365129167334454422e-04, 1.552195901865126553e-03, 1.866587123777334908e-04, -1.631282500488539676e-03, 6.617296075902963054e-09, 1.178943475291548633e-09, 4.203131439799062470e-09, 
607957848100, 1.222950934600934179e-04, 4.779628455881530753e-05, -1.394117106006259870e-04, -3.069459028459065736e-02, -9.992294395820142672e-01, -3.301224600288444992e-03, 2.423780344860697322e-02, 2.199454647756771282e-05, -1.975492422679689993e-03, -3.799134939658130403e-03, 1.072753654396065405e-03, 7.561922054417993279e-05, -9.734575329880864464e-04, 6.393395403292712255e-08, 1.041072634604866244e-07, -2.952999213981862742e-06, 
607991204894, 2.255017195984387196e-04, -1.465534832790845073e-04, -3.040451949803166893e-04, -3.068910479722686616e-02, -9.992170632629508997e-01, -4.901831418729915048e-03, 2.448287931700748182e-02, -4.833278463582682755e-04, -6.663127375086175253e-03, -5.238228058857197049e-03, 8.151130903581016570e-04, 3.207229946453981592e-05, -1.014922935830464903e-03, -1.408003610119083172e-06, -5.593298725945077214e-08, 2.707938336984967273e-05, 
608024557545, 2.179580429491990773e-04, -4.331099372353660747e-04, -5.548211583301414706e-04, -3.076619048700669073e-02, -9.992406721122498725e-01, -4.554649467690514812e-03, 2.346861495280568727e-02, -2.618311594914500377e-03, -9.940366232175595548e-03, -7.523996366381521285e-03, 7.281862733062572073e-04, -1.128948574775883308e-04, -1.031225557121083405e-03, -2.710014983439766935e-06, -3.314989735826237288e-07, 5.210361046422127315e-05, 
608057922645, 2.901430719339832690e-04, -6.938350891114134118e-04, -9.917667933666606071e-04, 3.088927862644323327e-02, 9.992655720084848703e-01, 2.283889845541002116e-03, -2.255998474438397280e-02, -5.858505151235751315e-03, -8.928425368594348002e-03, -9.878922833544944923e-03, 7.324091734101729947e-04, -6.511769334096900903e-04, -9.957402100344010624e-04, -4.332183148128832933e-06, -7.594170636094240526e-07, 8.659325026292232657e-05, 
608091386228, 6.712328581101747278e-05, -6.388696301532232474e-04, -1.545933668082098960e-03, 3.100362448348770866e-02, 9.993161691121658086e-01, -3.036350571412824444e-04, -2.014639485427313637e-02, -1.331880187348273049e-02, -4.601735233197430143e-03, -1.305718512102486788e-02, 8.362591275690487531e-04, -1.119189443456019770e-03, -6.575500524860929639e-04, -5.649273797314761663e-06, -8.274000194102575229e-07, 1.152066706629080971e-04, 
608124642237, -9.160658233383399754e-04, -2.531772149693297096e-04, -2.412773442917454884e-03, 3.110920412539098026e-02, 9.993898891953139074e-01, -1.813717869019162467e-03, -1.577267321523346047e-02, -2.772494926515908786e-02, 2.168885363913192286e-03, -1.618364574175479992e-02, 2.166450125771347650e-04, -1.594296278462284736e-03, -9.976545807795298825e-04, -7.135782251118748543e-06, -4.392706943971201393e-07, 1.595977231096919809e-04, 
608157998171, -2.228063639563244991e-03, 2.754530469587102427e-04, -2.817407959389138516e-03, 3.134933254547789955e-02, 9.993991535308274221e-01, -2.318471452334298823e-03, -1.460054659742838871e-02, -3.986701245582957576e-02, 5.833413609722482539e-03, -1.817416478072957434e-02, -1.769219440482008333e-03, -3.188757168639432243e-03, -3.150502439010546569e-03, -3.978219800140245064e-06, 4.817778969163463493e-07, 1.358244453465111802e-04, 
608191370927, -3.176088516718183520e-03, 4.715592733842948869e-04, -3.227243442214767707e-03, 3.141222500582713933e-02, 9.993716822766193220e-01, -2.248533266256270112e-03, -1.626213030121373068e-02, -4.307762051385635726e-02, 3.614832369450042722e-03, -1.953162992786891539e-02, -1.682374611236574311e-03, -3.166254987198596597e-03, -2.987862156139993279e-03, -3.735488540264578362e-06, 4.536719581014433863e-07, 1.307783019936891572e-04, 
608224718365, -4.429051436360178715e-03, 6.400829304894846590e-04, -3.945350913617435423e-03, 3.143097356387750813e-02, 9.993969493812699945e-01, -1.663710188670901487e-03, -1.466504472023154836e-02, -5.321719825731987402e-02, 4.505184023947547689e-03, -2.163288382362143353e-02, -9.533381397622628243e-04, -2.913373459268518966e-03, -2.486482747366097323e-03, -4.688471499237128712e-06, 5.128985067090456425e-07, 1.506297893039443584e-04, 
608258078628, -4.755537366245653381e-03, 7.110278654712486306e-04, -4.641663491285067181e-03, 3.120434199667647054e-02, 9.994598600118870246e-01, 1.240439032043434827e-03, -1.023418665950488228e-02, -7.183666860644692675e-02, -2.810965350898462101e-03, -2.290683412977521233e-02, 9.360790959210541200e-04, -2.446284970608429091e-03, -1.096481185873730965e-03, -3.217014129263202970e-06, 2.504863996428813594e-07, 1.224501854048870488e-04, 
608291442596, -7.007621651705534492e-03, 5.061042872245229791e-04, -5.246417764854590000e-03, 3.122220342084783620e-02, 9.994413203489679320e-01, 7.359560793124632393e-04, -1.190292238520187368e-02, -7.579412479576633221e-02, -3.490598061154648758e-03, -2.389478400927870158e-02, 1.058432576110255197e-03, -2.261625867940490059e-03, -1.069319413796406860e-03, -2.601254012203776246e-06, 1.568333867807576578e-07, 1.043459265815655754e-04, 
608324799778, -9.289655682035651008e-03, 4.664909963375247592e-04, -5.856016225085455829e-03, 3.125804622178324915e-02, 9.994235479570413583e-01, 5.754193997389698721e-06, -1.324787916029683196e-02, -7.990385540614208804e-02, -1.410775782719442609e-03, -2.609550290586348451e-02, 1.333912958500040003e-03, -1.913299069999197010e-03, -8.532713370837737184e-04, -2.621056414190863901e-06, -1.586593506933227093e-08, 1.080002243965826780e-04, 
608358157110, -1.162143426279486219e-02, 4.495228723289705565e-04, -6.730938286088060905e-03, 3.130183789547615753e-02, 9.994102227699583896e-01, -2.749985514727748743e-04, -1.411828399857116903e-02, -8.209926331976069580e-02, -5.190444534202985670e-04, -2.720360259338058112e-02, 1.516845263567871693e-03, -1.884598814066551064e-03, -7.418375456402010642e-04, -2.352605525375334871e-06, -7.339427036258619287e-08, 9.851846836971613368e-05, 
608391527393, -1.350597806373816760e-02, 5.076227282370006496e-04, -7.467655005707779861e-03, 3.131616498671843662e-02, 9.993896944205533650e-01, -4.134795418652446940e-04, -1.547144244038807515e-02, -8.213798147413209350e-02, 1.886358848996351825e-03, -2.814941936569987854e-02, 1.637031406974846131e-03, -1.860800094030307323e-03, -6.714347512139818034e-04, -1.917755538716581776e-06, -1.048536802336356132e-07, 8.440212915978746191e-05, 
608424876409, -1.555476388170417765e-02, 5.904043976149175475e-04, -8.576095723598057066e-03, 3.127398290454045521e-02, 9.993791431024560135e-01, -5.228924012867316616e-04, -1.621705610226999855e-02, -8.376843467874287019e-02, 1.998840969793580502e-03, -2.932176578124057881e-02, 1.904259738610528368e-03, -1.676737733071755401e-03, -5.108766436461800340e-04, -2.284363100649972503e-06, -2.249065237333225397e-08, 8.728908938583325927e-05, 
