timestamp,cpu_percent,ram_percent
1748174743,2.5,10.8454
1748174745,2.5,10.9364
1748174746,2.5,10.9489
1748174747,2.5,10.9471
1748174748,2.5,10.9456
1748174749,2.5,10.9457
1748174750,2.5,10.9472
1748174752,2.5,11.1153
1748174753,2.5,11.2389
1748174754,2.5,11.3158
1748174755,2.5,11.3662
1748174756,2.5,11.7002
1748174758,2.5,11.8359
1748174759,2.5,11.881
1748174760,2.5,11.9255
1748174761,2.5,11.9593
1748174762,2.5,11.9827
1748174763,2.5,12.075
1748174765,2.5,12.1846
1748174766,2.5,12.2067
1748174767,2.5,12.2265
1748174768,2.5,12.2676
1748174769,2.5,12.2792
1748174770,2.5,12.3067
1748174772,2.5,12.3407
1748174773,2.5,12.3627
1748174774,2.5,12.3774
1748174775,2.5,12.3854
1748174776,2.5,12.3835
1748174778,2.5,12.4196
1748174779,2.5,12.4269
1748174780,2.5,12.436
1748174781,2.5,12.4427
1748174782,2.5,12.4407
1748174783,2.5,12.454
1748174785,2.5,12.4506
1748174786,2.5,12.4735
1748174787,2.5,12.4799
1748174788,2.5,12.4872
1748174789,2.5,12.5077
1748174791,2.5,12.5465
1748174792,2.5,12.564
1748174793,2.5,12.583
1748174794,2.5,12.5927
1748174795,2.5,12.6112
1748174796,2.5,12.6269
1748174798,2.5,12.638
1748174799,2.5,12.6652
1748174800,2.5,12.6661
1748174801,2.5,12.6578
1748174802,2.5,12.6682
1748174804,2.5,12.6649
1748174805,2.5,12.6637
1748174806,2.5,12.6771
1748174807,2.5,12.7216
1748174808,2.5,12.7251
1748174809,2.5,12.7309
1748174811,2.5,12.7348
1748174812,2.5,12.738
1748174813,2.5,12.7495
1748174814,2.5,12.7616
1748174815,2.5,12.7596
1748174816,2.5,12.7701
1748174818,2.5,12.8417
1748174819,2.5,12.849
1748174820,2.5,12.8578
1748174821,2.5,12.8555
1748174822,2.5,12.8683
1748174824,2.5,12.9018
1748174825,2.5,12.9157
1748174826,2.5,12.9159
1748174827,2.5,12.9241
1748174828,2.5,12.9669
1748174829,2.5,12.9894
1748174831,2.5,12.978
1748174832,2.5,13.0163
1748174833,2.5,13.0538
1748174834,2.5,13.07
1748174835,2.6,13.2387
1748174837,2.6,13.2726
1748174838,2.6,13.282
1748174839,2.6,13.2836
1748174840,2.6,12.9017
1748174841,2.6,8.55351
1748174842,2.6,8.55535
1748174844,2.6,8.5617
1748174845,2.6,8.56295
1748174846,2.6,8.56131
1748174847,2.5,8.563
1748174848,2.5,8.56449
1748174849,2.5,8.56459
