# timestamp [ns], vertex-id, mission-id, p_G_Ix [m], p_G_Iy [m], p_G_Iz [m], q_G_Iw, q_G_Ix, q_G_Iy, q_G_Iz, p_M_Ix [m], p_M_Iy [m], p_M_Iz [m], q_M_Iw, q_M_Ix, q_M_Iy, q_M_Iz, v_Mx [m/s], v_My [m/s], v_Mz [m/s], bgx [rad/s], bgy [rad/s], bgz [rad/s], bax [m/s^2], bay [m/s^2], baz [m/s^2]
1403715524112143000, 5f8b64c0acc342182600000000000000, 763811f0a9c342181200000000000000, 0.0018470068446085, -0.0015873998077756, -0.00370796622517926, 0.579490345700937, 0.0274548809811806, -0.814514187849068, 0.00195103620959732, 0.0018470068446085, -0.0015873998077756, -0.00370796622517926, 0.579490345700937, 0.0274548809811806, -0.814514187849068, 0.00195103620959732, 0.00359488374880187, -0.00356739316804611, -0.0198789276871871, 0.00186245508569409, 0.00805356861881229, 0.0676054065316227, -0.00205218586133483, -6.05990834015749e-05, 0.000663935077991997
1403715524212143000, dbd9aac5acc342182b00000000000000, 763811f0a9c342181200000000000000, 0.00144051592956015, -0.00104603960008486, -0.00410111845623506, 0.581244382687445, 0.0284727329292531, -0.813230409801244, 0.000756074289301238, 0.00144051592956015, -0.00104603960008486, -0.00410111845623506, 0.581244382687445, 0.0284727329292531, -0.813230409801244, 0.000756074289301238, 0.0057191355492821, -0.00245494742687924, -0.0153293994437633, 0.000304744915469903, 0.0116447002676701, 0.0737325650551832, -0.00519558301461388, -0.000143887078692279, 0.00176657788965693
1403715524312143000, 0691d9caacc342183100000000000000, 763811f0a9c342181200000000000000, 0.00131543194845688, -0.000639914223717356, -0.00386765672591136, 0.580926347583464, 0.0287649823473981, -0.813447511971247, 0.000547486691605557, 0.00131543194845688, -0.000639914223717356, -0.00386765672591136, 0.580926347583464, 0.0287649823473981, -0.813447511971247, 0.000547486691605557, 0.00339062044394795, -0.00223714892328404, -0.0104104654294279, -0.000625899145138394, 0.0140723466851808, 0.0750703783701607, -0.00716365989138608, -0.00020986619447763, 0.00243486338911327
1403715524412143000, 765bacd0acc342183700000000000000, 763811f0a9c342181200000000000000, 0.00126153243972905, -0.000461543131766003, -0.00380197964936243, 0.580909137594825, 0.0288350692430808, -0.813457297446105, 0.000581267806356506, 0.00126153243972905, -0.000461543131766003, -0.00380197964936243, 0.580909137594825, 0.0288350692430808, -0.813457297446105, 0.000581267806356506, 0.00274793564367506, -0.0025743085405499, -0.00851942519396169, -0.00115963931120554, 0.0152965423337522, 0.0759051831296734, -0.0104382976265159, -0.000329706948259921, 0.00356728724501363
1403715524512143000, e319d3d6acc342183d00000000000000, 763811f0a9c342181200000000000000, 0.00112587745189983, -0.00069494517140977, -0.00360314024769091, 0.581013980889388, 0.0287560028794627, -0.81338515212434, 0.000663786958273715, 0.00112587745189983, -0.00069494517140977, -0.00360314024769091, 0.581013980889388, 0.0287560028794627, -0.81338515212434, 0.000663786958273715, 0.00272472684989439, -0.00245860054948779, -0.00612547749076562, -0.00122892833652562, 0.016290765689051, 0.0763904565854888, -0.00850628392640783, -0.000255155936343657, 0.00290032031842186
1403715524612143000, ce5986dcacc342184300000000000000, 763811f0a9c342181200000000000000, 0.00112726257441168, -0.000554956341722973, -0.00336307126687221, 0.580987696513913, 0.0287717225022914, -0.813403312798393, 0.000731582058307142, 0.00112726257441168, -0.000554956341722973, -0.00336307126687221, 0.580987696513913, 0.0287717225022914, -0.813403312798393, 0.000731582058307142, 0.00397764058843611, -0.0016252179588637, -0.00367355309999559, -0.00150855967806727, 0.0169862237998678, 0.07665713324081, -0.00691524874396859, -0.000196086234427644, 0.00234668087626492
1403715524712143000, c28277e2acc342184900000000000000, 763811f0a9c342181200000000000000, 0.00106935805636198, -0.000375524185734487, -0.00283206803336048, 0.580867450332735, 0.0287591604416877, -0.813489500736851, 0.000864884701628636, 0.00106935805636198, -0.000375524185734487, -0.00283206803336048, 0.580867450332735, 0.0287591604416877, -0.813489500736851, 0.000864884701628636, 0.00285007166618903, -0.000971546088285153, -0.00269709371714644, -0.00171732828300229, 0.0176355530744163, 0.0768843403947929, -0.00570085671484712, -0.000165620129931857, 0.0019262856430595
1403715524812143000, dc32e0e8acc342184f00000000000000, 763811f0a9c342181200000000000000, 0.00113583910972439, -0.000736982260228209, -0.00289552414524921, 0.580858307105018, 0.0288620339515239, -0.813492349488143, 0.000898547458843935, 0.00113583910972439, -0.000736982260228209, -0.00289552414524921, 0.580858307105018, 0.0288620339515239, -0.813492349488143, 0.000898547458843935, 0.0018662982476287, -0.00870184201063372, -0.0025046011820622, -0.00162284904444688, 0.0178272675728699, 0.0768624502861014, -0.00508293891057241, -0.000131945960793319, 0.00169664682113686
1403715524912143000, 958c64eeacc342185500000000000000, 763811f0a9c342181200000000000000, 0.00107218790541901, -0.00064931559924103, -0.00208207340782135, 0.580944085571246, 0.0287316638511133, -0.813435301163379, 0.00121315843122352, 0.00107218790541901, -0.00064931559924103, -0.00208207340782135, 0.580944085571246, 0.0287316638511133, -0.813435301163379, 0.00121315843122352, 0.00284047432305459, -0.00569326156199674, -0.00275028715624463, -0.00181333718007497, 0.0184660007866102, 0.0768193873267025, -0.00815243316015476, -0.000305248844767315, 0.00280877415278794
1403715525012143000, 46d85df4acc342185b00000000000000, 763811f0a9c342181200000000000000, 0.000856277053253725, -0.00121404363492658, -0.00089892263106409, 0.580911095114201, 0.0285259920831285, -0.813466071202662, 0.00123221386033651, 0.000856277053253725, -0.00121404363492658, -0.00089892263106409, 0.580911095114201, 0.0285259920831285, -0.813466071202662, 0.00123221386033651, 0.00182859607584655, 0.00243878888612988, -0.00131483456950804, -0.00176806027981612, 0.0191414959037511, 0.0770058117867496, -0.010935128919631, -0.000400974718814048, 0.00377249194392275
1403715525112143000, 782fa8faacc342186100000000000000, 763811f0a9c342181200000000000000, 0.000629091354731496, -0.0020601188475698, -0.000256744111389383, 0.580744078374017, 0.0284534072749195, -0.813587939442869, 0.00117636774373612, 0.000629091354731496, -0.0020601188475698, -0.000256744111389383, 0.580744078374017, 0.0284534072749195, -0.813587939442869, 0.00117636774373612, 0.000303011972460288, 0.00439080059212658, -0.00129633723184318, -0.00164708183521599, 0.0195226688498709, 0.0771200906703539, -0.0112549236806076, -0.000297852206128757, 0.00381361908717801
1403715525212143000, c8444200adc342186700000000000000, 763811f0a9c342181200000000000000, 0.00014989733278214, -0.000981397200097436, 0.00062964672580628, 0.580579207412381, 0.0283584607840137, -0.813708496882366, 0.0014365666758195, 0.00014989733278214, -0.000981397200097436, 0.00062964672580628, 0.580579207412381, 0.0283584607840137, -0.813708496882366, 0.0014365666758195, -0.0016749587618328, -0.00371975681047162, 0.000319087308227931, -0.00201546562378384, 0.0198373273103328, 0.0770126392214092, -0.0119928403915195, -0.000421509118490423, 0.00407066852985915
1403715525312143000, f2e93e06adc342186d00000000000000, 763811f0a9c342181200000000000000, -0.000481265566754931, 0.000835358161620403, 0.00116113145189382, 0.580371729177217, 0.0283738612576752, -0.813855718823863, 0.00156489835766648, -0.000481265566754931, 0.000835358161620403, 0.00116113145189382, 0.580371729177217, 0.0283738612576752, -0.813855718823863, 0.00156489835766648, -0.00449421299797046, -0.00151661855414029, 0.00113683589173901, -0.00247807458574667, 0.0200022160632286, 0.0770554697178747, -0.0121253687931869, -0.000607495773341804, 0.00412954040420879
1403715525412143000, f6348a0cadc342187300000000000000, 763811f0a9c342181200000000000000, -0.000686465291341476, -0.000752150528001163, 0.000796328296827836, 0.580263758756414, 0.0283331284340867, -0.813934604711909, 0.0012897129469819, -0.000686465291341476, -0.000752150528001163, 0.000796328296827836, 0.580263758756414, 0.0283331284340867, -0.813934604711909, 0.0012897129469819, -0.00210095048250588, 0.00513288187788412, 7.70175999297213e-05, -0.00203294193296973, 0.01984824715217, 0.0773462794553109, -0.0122306222800144, -0.000361331177256135, 0.00413657035358527
1403715525512143000, cb232a12adc342187900000000000000, 763811f0a9c342181200000000000000, -0.000667309217715844, -0.00329512728350059, -0.000184690545249858, 0.580242056113806, 0.0282831451664142, -0.813952418212928, 0.000825167647075005, -0.000667309217715844, -0.00329512728350059, -0.000184690545249858, 0.580242056113806, 0.0282831451664142, -0.813952418212928, 0.000825167647075005, -0.00234070526028762, 0.0068129444696064, -0.00168607755486632, -0.00144384529962315, 0.0196536775944682, 0.0775090570895879, -0.0116663220550942, -6.56004779207204e-05, 0.00386308114196467
