# timestamp [ns], vertex-id, mission-id, p_G_Ix [m], p_G_Iy [m], p_G_Iz [m], q_G_Iw, q_G_Ix, q_G_Iy, q_G_Iz, p_M_Ix [m], p_M_Iy [m], p_M_Iz [m], q_M_Iw, q_M_Ix, q_M_Iy, q_M_Iz, v_Mx [m/s], v_My [m/s], v_Mz [m/s], bgx [rad/s], bgy [rad/s], bgz [rad/s], bax [m/s^2], bay [m/s^2], baz [m/s^2]
1413393212455760500, 499e41ce23ac3c182400000000000000, 7c6b04b923ac3c181200000000000000, 0.00108102194960128, -0.00167308186166946, -0.00415527079314778, 0.601596592448455, 0.00250155705358164, -0.79876437775381, 0.00712397348981751, 0.00108102194960128, -0.00167308186166946, -0.00415527079314778, 0.601596592448455, 0.00250155705358164, -0.79876437775381, 0.00712397348981751, 0.00244623373389797, -0.00789242500483119, -0.0186383846970545, 0.00113917962715215, 0.0135827615447839, 0.0768516088727394, -0.0040514582800493, -6.06943920457172e-05, 0.00117218510737257
1413393212555760500, 08ddadd423ac3c182900000000000000, 7c6b04b923ac3c181200000000000000, 0.00118381494711626, -0.00191756155376995, -0.00439557545561501, 0.601660145592105, 0.0029912315526277, -0.798718873489136, 0.00665453770983098, 0.00118381494711626, -0.00191756155376995, -0.00439557545561501, 0.601660145592105, 0.0029912315526277, -0.798718873489136, 0.00665453770983098, -0.000965298698588989, -0.00850298974376529, -0.0154718296155624, 0.000833674872813621, 0.0161479525517173, 0.0803304565648787, -0.0153223396523581, -5.37618207904137e-05, 0.00442328578983905
1413393212655760500, f4814adb23ac3c182f00000000000000, 7c6b04b923ac3c181200000000000000, 0.000973144326019363, -0.00185281566032417, -0.00423664735392929, 0.602564917745964, 0.00307966827313593, -0.798038458397555, 0.00637608528656822, 0.000973144326019363, -0.00185281566032417, -0.00423664735392929, 0.602564917745964, 0.00307966827313593, -0.798038458397555, 0.00637608528656822, 0.000659181349814148, -0.00888544335113808, -0.0118283518880502, 3.1385218604054e-05, 0.0183186669352486, 0.0812802899749589, -0.0124407398408207, -9.53855997188273e-05, 0.00361620160713755
1413393212755760500, d886fce123ac3c183500000000000000, 7c6b04b923ac3c181200000000000000, 0.000990864672190193, -0.00194548169823902, -0.0040324018919173, 0.602701010857925, 0.00305088515550327, -0.79793421874196, 0.00657009674675218, 0.000990864672190193, -0.00194548169823902, -0.0040324018919173, 0.602701010857925, 0.00305088515550327, -0.79793421874196, 0.00657009674675218, 0.0023732415688795, -0.00445315506601944, -0.00884550692549738, -0.000402744388425965, 0.0198878231837632, 0.0817335232927821, -0.0146939004711304, -8.20203258704977e-05, 0.00426030111627282
1413393212855760500, dc8800ea23ac3c183d00000000000000, 7c6b04b923ac3c181200000000000000, 0.000966571768088817, -0.00189589569792814, -0.0038193124646159, 0.602641186204974, 0.00296227551015441, -0.797977982454425, 0.00677975893599928, 0.000966571768088817, -0.00189589569792814, -0.0038193124646159, 0.602641186204974, 0.00296227551015441, -0.797977982454425, 0.00677975893599928, 0.00218716291184009, -0.00297832375375433, -0.0057187609907263, -0.000821775085726543, 0.0207550346907499, 0.082091507271361, -0.0174369399485997, -4.6649826753751e-05, 0.00501914391522586
1413393212955760500, 3192d8ee23ac3c184100000000000000, 7c6b04b923ac3c181200000000000000, 0.000843514919854029, -0.00171065015223632, -0.00364243988463309, 0.602661846300871, 0.00280833262635232, -0.797960454825532, 0.00706574948006993, 0.000843514919854029, -0.00171065015223632, -0.00364243988463309, 0.602661846300871, 0.00280833262635232, -0.797960454825532, 0.00706574948006993, 0.00156610596376163, -0.00380359330858931, -0.00360965344125902, -0.00115963755876384, 0.0214138979061539, 0.0821023803111732, -0.0164901326967394, -0.000108677871362217, 0.00477870396071962
1413393213055760500, 72ccd5f523ac3c184700000000000000, 7c6b04b923ac3c181200000000000000, 0.000814680483654129, -0.00174813440728624, -0.00344514430926817, 0.602735728500428, 0.00282113524349416, -0.797905037798289, 0.00701665455245632, 0.000814680483654129, -0.00174813440728624, -0.00344514430926817, 0.602735728500428, 0.00282113524349416, -0.797905037798289, 0.00701665455245632, 0.000438291157507225, -0.00253584997480502, -0.00619067538364865, -0.00127893166245222, 0.0219226276844729, 0.0821938770743306, -0.0171414030176509, -9.68013421801159e-05, 0.00494898826819764
1413393213155760500, c2a1c1fc23ac3c184d00000000000000, 7c6b04b923ac3c181200000000000000, 0.00074291661117702, -0.00172041240082172, -0.00352130838139758, 0.602703992557835, 0.00279911557446695, -0.797928218767017, 0.00711477351293772, 0.00074291661117702, -0.00172041240082172, -0.00352130838139758, 0.602703992557835, 0.00279911557446695, -0.797928218767017, 0.00711477351293772, -0.000723311567308231, 0.000288819787284956, -0.00366327971528112, -0.00135310892410971, 0.0221603812053228, 0.0823286977312883, -0.0186094674771184, -6.21692815015566e-05, 0.00533615940478971
1413393213255760500, 40762f0624ac3c185500000000000000, 7c6b04b923ac3c181200000000000000, 0.000849599416508759, -0.00187746591345674, -0.00390336833559456, 0.602863174807123, 0.00275466954667427, -0.797808810867086, 0.00703601876145517, 0.000849599416508759, -0.00187746591345674, -0.00390336833559456, 0.602863174807123, 0.00275466954667427, -0.797808810867086, 0.00703601876145517, 0.000790254189658071, -0.00225818115431856, -0.00226460633941611, -0.00135080232058648, 0.0221885361361327, 0.0825189771161683, -0.0184709526896117, -5.88718750945546e-05, 0.00531559250418826
1413393213355760500, 725b810924ac3c185900000000000000, 7c6b04b923ac3c181200000000000000, 0.000744576179853939, -0.00175949940095207, -0.00389586986433813, 0.602875929336221, 0.00279165454858922, -0.79779783050687, 0.00717231694786725, 0.000744576179853939, -0.00175949940095207, -0.00389586986433813, 0.602875929336221, 0.00279165454858922, -0.79779783050687, 0.00717231694786725, 0.000324406908024653, 0.00149500332368706, -0.00553795479865469, -0.00144724616361574, 0.0224075503578104, 0.0825821701994768, -0.0195023837812715, -1.44484638295443e-05, 0.00556552718125178
