timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1403638518127829504, 4.449242656059748409e-09, 3.336409523748364388e-09, 1.964895164364528397e-09, -6.748021761834272630e-03, -8.351278016987941921e-01, 4.133514814202046521e-03, 5.499990300785286834e-01, 2.368888160934592025e-03, -1.796936719261261507e-03, -1.741061943195643894e-03, -1.668947609432064111e-03, 2.010185549638947647e-02, 7.578453894508134503e-02, 2.730979214685656103e-03, 8.683106953290231633e-02, 8.560735360176351116e-02, 0
1403638518177829376, 1.234580007368983178e-04, -5.464790670948998776e-05, -6.303900547529653049e-05, -6.804567684392465524e-03, -8.351129173037107334e-01, 4.160405863017999778e-03, 5.500207307312782179e-01, 2.526835649978755559e-03, -2.706766878122340565e-04, -1.088334282556517726e-03, -1.668986550629517366e-03, 2.010226961883683494e-02, 7.578605029828021367e-02, 2.835906719749715574e-03, 8.681923632217959652e-02, 8.575887141834945271e-02, 0
1403638518227829504, 2.469809828032675306e-04, -5.394240035985925112e-05, -1.266133137828577180e-04, -6.810120685925321118e-03, -8.350839729717675075e-01, 4.109114437111858510e-03, 5.500649920877295207e-01, 2.440186965640531950e-03, 6.202938568901055351e-05, -1.523171907065254318e-03, -1.669057756268555641e-03, 2.010271713776399724e-02, 7.578754206648533054e-02, 2.938622882905311037e-03, 8.680322219624481139e-02, 8.591257536314766963e-02, 0
1403638518277829376, 3.257438259911894828e-04, -1.380668653953417068e-04, -1.098268296819119883e-04, -6.946014171997308244e-03, -8.351006712733267667e-01, 4.091603373938297074e-03, 5.500380718712043482e-01, 1.039732605665960336e-03, -2.334422690692710984e-03, 2.995582479888806858e-04, -1.669057756268555641e-03, 2.010271713776399724e-02, 7.578754206648533054e-02, 2.938622882905311037e-03, 8.680322219624481139e-02, 8.591257536314766963e-02, 3
1403638518327829504, 3.381595286114940811e-04, -1.162324454467777383e-04, -1.218249083863598572e-04, -6.888507857984191816e-03, -8.350773763322230092e-01, 4.023855038879541740e-03, 5.500746609217765926e-01, 2.942967059198404209e-04, -1.723712987941172737e-03, 1.215405536154505798e-04, -1.669057756268555641e-03, 2.010271713776399724e-02, 7.578754206648533054e-02, 2.938622882905311037e-03, 8.680322219624481139e-02, 8.591257536314766963e-02, 3
1403638518377829376, 1.070901160191690775e-04, -2.452527325876719517e-04, 1.007130586985865691e-04, -7.101756032137666527e-03, -8.351810967088766358e-01, 3.948668746564874821e-03, 5.499150014107162532e-01, 6.538614447148502788e-05, -1.359449960110034649e-03, 1.043777630289153841e-03, -1.668947609432064111e-03, 2.010185549638947647e-02, 7.578453894508134503e-02, 2.730979214685656103e-03, 8.683106953290231633e-02, 8.560735360176351116e-02, 1
1403638518427829504, 2.250157709823258465e-04, -2.568752518102827994e-04, -1.313514449727491956e-05, -7.030812862400722882e-03, -8.351420549278295580e-01, 3.922293215728405065e-03, 5.499753916107028573e-01, 1.195952637832887870e-04, -1.085277908816818836e-03, 1.122720843620223820e-03, -1.668986550629517366e-03, 2.010226961883683494e-02, 7.578605029828021367e-02, 2.835906719749715574e-03, 8.681923632217959652e-02, 8.575887141834945271e-02, 2
1403638518477829376, 3.517211097275238767e-04, -1.552068421276931180e-04, -1.150052787911813308e-04, -6.956527482729537443e-03, -8.350887687988682861e-01, 4.056816234720764941e-03, 5.500562672976376799e-01, -8.524956661023583185e-05, -1.300737716207440520e-03, 8.983879810584089929e-05, -1.669057756268555641e-03, 2.010271713776399724e-02, 7.578754206648533054e-02, 2.938622882905311037e-03, 8.680322219624481139e-02, 8.591257536314766963e-02, 3
1403638518527829504, 5.771013347448443004e-05, -1.742199479102464780e-04, 7.564288356513672383e-05, -6.996521517185965398e-03, -8.351843228081157200e-01, 3.924357435047455371e-03, 5.499116247552243708e-01, -3.056911998740393819e-04, -1.076952438441286476e-03, 1.184502066434926608e-03, -1.668947609432064111e-03, 2.010185549638947647e-02, 7.578453894508134503e-02, 2.730979214685656103e-03, 8.683106953290231633e-02, 8.560735360176351116e-02, 1
1403638518577829376, 6.199298806815622292e-05, -2.090474447796966814e-04, 1.171058173797681834e-04, -7.032346245004536707e-03, -8.352017218309844004e-01, 3.913159751607043352e-03, 5.498848217014248307e-01, -2.428260920873162023e-04, -1.373568910328920025e-03, 1.024219542677690152e-03, -1.668947609432064111e-03, 2.010185549638947647e-02, 7.578453894508134503e-02, 2.730979214685656103e-03, 8.683106953290231633e-02, 8.560735360176351116e-02, 1
