# timestamp [ns], vertex-id, mission-id, p_G_Ix [m], p_G_Iy [m], p_G_Iz [m], q_G_Iw, q_G_Ix, q_G_Iy, q_G_Iz, p_M_Ix [m], p_M_Iy [m], p_M_Iz [m], q_M_Iw, q_M_Ix, q_M_Iy, q_M_Iz, v_Mx [m/s], v_My [m/s], v_Mz [m/s], bgx [rad/s], bgy [rad/s], bgz [rad/s], bax [m/s^2], bay [m/s^2], baz [m/s^2]
1403636858851666500, a7f89573fec242182600000000000000, 5c61e53ffcc242181200000000000000, 0.0115017817453923, 0.0388950534766951, 0.0276932958733993, 0.605804633622826, -0.0432878464366039, -0.794393306039866, 0.00813532734720636, 0.0115017817453923, 0.0388950534766951, 0.0276932958733993, 0.605804633622826, -0.0432878464366039, -0.794393306039866, 0.00813532734720636, 0.12007771394975, 0.223051068111392, 0.161735008502271, -0.0454876621183188, 0.0123085695777015, 0.0504039696733472, -0.0976926545209037, -0.00189354107189292, 0.0404794173905997
1403636858951666500, a8fe957afec242182b00000000000000, 5c61e53ffcc242181200000000000000, 0.0234213795676546, 0.0555057783985267, 0.0465645070082352, 0.586636417864091, -0.0482267573201381, -0.808381296159915, 0.00718144364237738, 0.0234213795676546, 0.0555057783985267, 0.0465645070082352, 0.586636417864091, -0.0482267573201381, -0.808381296159915, 0.00718144364237738, 0.0657295205910413, 0.23333719808469, 0.238517511702985, -0.0424742065628598, 0.014658397881287, 0.0445763880068543, -0.20588376272362, 0.00269049803754509, 0.0731384936359603
1403636859051666500, 48d3af80fec242183300000000000000, 5c61e53ffcc242181200000000000000, 0.0283691900571256, 0.0771646456656306, 0.0745487342906057, 0.582057788861363, -0.0537196184277626, -0.811340767515054, 0.00700656762471133, 0.0283691900571256, 0.0771646456656306, 0.0745487342906057, 0.582057788861363, -0.0537196184277626, -0.811340767515054, 0.00700656762471133, 0.0534415362362899, 0.261911340219921, 0.284055150616161, -0.0352813023064128, 0.0200096920464272, 0.0492502967262196, -0.241524740773586, 0.00625394176011849, 0.0816441586220903
1403636859151666500, 9899ee84fec242183700000000000000, 5c61e53ffcc242181200000000000000, 0.0388740881231151, 0.101933154541945, 0.107335624838487, 0.58123321491802, -0.0530838243736822, -0.811997049605406, 0.00329376654354989, 0.0388740881231151, 0.101933154541945, 0.107335624838487, 0.58123321491802, -0.0530838243736822, -0.811997049605406, 0.00329376654354989, 0.0872171382767878, 0.262248762285969, 0.273808705478403, -0.0346916761697105, 0.0262504785135174, 0.051132540732914, -0.18193023448182, -0.00417614807140923, 0.0597177817703723
1403636859251666500, 0b5d208afec242183b00000000000000, 5c61e53ffcc242181200000000000000, 0.0367190581936583, 0.12032423841936, 0.139562700202541, 0.574003369351893, -0.0515504920319684, -0.817225699410527, -0.0021988558185356, 0.0367190581936583, 0.12032423841936, 0.139562700202541, 0.574003369351893, -0.0515504920319684, -0.817225699410527, -0.0021988558185356, 0.0471973911090393, 0.21005142322717, 0.306624868933555, -0.0344302852817675, 0.033935252545794, 0.0587819909534818, -0.121048555684524, -0.0140804091058087, 0.0415213664863969
1403636859351666500, da052191fec242184300000000000000, 5c61e53ffcc242181200000000000000, 0.0317632465437777, 0.129412725880307, 0.177785957678383, 0.573123594413496, -0.0532024364809387, -0.817655859952846, -0.0117363096336983, 0.0317632465437777, 0.129412725880307, 0.177785957678383, 0.573123594413496, -0.0532024364809387, -0.817655859952846, -0.0117363096336983, 0.0128273247555767, 0.156334780855489, 0.415040527362224, -0.0269679621633928, 0.0340022297068832, 0.0633516723005638, -0.132507410872799, -0.0111506824151981, 0.058160287299825
1403636859451666500, bd698996fec242184900000000000000, 5c61e53ffcc242181200000000000000, 0.0157730180516683, 0.123891694015529, 0.221613933997867, 0.571215879868559, -0.0554031423887949, -0.81872825883874, -0.0180817194514205, 0.0157730180516683, 0.123891694015529, 0.221613933997867, 0.571215879868559, -0.0554031423887949, -0.81872825883874, -0.0180817194514205, -0.0593090021430999, 0.109840852399461, 0.521741937890648, -0.0216027297472152, 0.0304746604557317, 0.0658912743386682, -0.14718889233799, -0.00984334592402199, 0.0864518375752995
1403636859551666500, 5382849cfec242184f00000000000000, 5c61e53ffcc242181200000000000000, -0.0123185467141615, 0.114586855002348, 0.273912590168953, 0.563476308543021, -0.0558989517572781, -0.823849323697317, -0.0253386808386079, -0.0123185467141615, 0.114586855002348, 0.273912590168953, 0.563476308543021, -0.0558989517572781, -0.823849323697317, -0.0253386808386079, -0.138899398390502, 0.0735639065805749, 0.610193400927315, -0.0179827126961893, 0.0285999018430555, 0.0699090837847657, -0.149373021441512, -0.0208902929665365, 0.112733843593606
1403636859651666500, 8f4901a3fec242185500000000000000, 5c61e53ffcc242181200000000000000, -0.0321919458345837, 0.116873690088378, 0.342542557278422, 0.563531083122321, -0.0569925525554886, -0.823286310081421, -0.0372050929405257, -0.0321919458345837, 0.116873690088378, 0.342542557278422, 0.563531083122321, -0.0569925525554886, -0.823286310081421, -0.0372050929405257, -0.170277040315921, 0.0393768711310765, 0.663362022026499, -0.0157119974579747, 0.0275371173755129, 0.0728642149350873, -0.162850241963892, -0.035383803838781, 0.130703379707328
1403636859751666500, 43b36fa8fec242185b00000000000000, 5c61e53ffcc242181200000000000000, -0.0456143631963844, 0.120635681770505, 0.410380017672905, 0.572079088381185, -0.0583879872384254, -0.816848101889806, -0.0455580730740241, -0.0456143631963844, 0.120635681770505, 0.410380017672905, 0.572079088381185, -0.0583879872384254, -0.816848101889806, -0.0455580730740241, -0.175317384689725, 0.0242598895212332, 0.67657010867602, -0.0134949454211556, 0.0259855070187901, 0.0748480997516284, -0.171915617279195, -0.039861227014246, 0.137985737873465
1403636859851666500, 729dc5aefec242186100000000000000, 5c61e53ffcc242181200000000000000, -0.0532600033518903, 0.12046386353465, 0.480069482042379, 0.579928445941728, -0.0569136129015382, -0.81070854439058, -0.0565287033834467, -0.0532600033518903, 0.12046386353465, 0.480069482042379, 0.579928445941728, -0.0569136129015382, -0.81070854439058, -0.0565287033834467, -0.13910421789162, -0.00203611380151544, 0.6632378922673, -0.0120612539794957, 0.0238102153942802, 0.0755538775926347, -0.183624773890927, -0.0471647407053584, 0.141360863131571
1403636859951666500, a86082b5fec242186700000000000000, 5c61e53ffcc242181200000000000000, -0.0502548986214627, 0.122135757343037, 0.534480312414516, 0.585706894387417, -0.0592358190534572, -0.806209629854415, -0.058860719823322, -0.0502548986214627, 0.122135757343037, 0.534480312414516, 0.585706894387417, -0.0592358190534572, -0.806209629854415, -0.058860719823322, -0.0842712088892441, 0.0135987358095365, 0.584237526148368, -0.0120682409658486, 0.0190931851752767, 0.0713992954191713, -0.186648058292245, -0.0467809188542928, 0.126759058184878
1403636860051666500, 772c56bafec242186d00000000000000, 5c61e53ffcc242181200000000000000, -0.00580577870886564, 0.115517757589769, 0.546139511474446, 0.591155249580186, -0.0667090294168015, -0.801680647102419, -0.0582538955736271, -0.00580577870886564, 0.115517757589769, 0.546139511474446, 0.591155249580186, -0.0667090294168015, -0.801680647102419, -0.0582538955736271, 0.0150471809088417, 0.0792104152286992, 0.315437441462186, -0.0125615191145934, 0.0092027929064276, 0.0609159849959813, -0.168637147588777, -0.0449596316652018, 0.103893538444595
1403636860151666500, 8d765cc1fec242187300000000000000, 5c61e53ffcc242181200000000000000, 0.028903924710949, 0.103849366545204, 0.546705714654312, 0.588703239738032, -0.0734900597972308, -0.803011870870595, -0.0565653769885006, 0.028903924710949, 0.103849366545204, 0.546705714654312, 0.588703239738032, -0.0734900597972308, -0.803011870870595, -0.0565653769885006, 0.0705324055184331, 0.0848970206397582, -0.0247496792607757, -0.0110147385081186, 0.00776864668968365, 0.0582546025760273, -0.152494246749921, -0.0395445918769586, 0.100296178513689
