timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1413393212255760384, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.128935246321106749e-02, -7.976751798103046687e-01, 0.000000000000000000e+00, 6.029816398826416401e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -5.000000000000000278e-02, 8.999999999999999667e-02, 1.000000000000000021e-02, 
1413393212305760512, 1.046980272237246202e-05, -6.402016356523697078e-05, -5.127571068883906322e-06, 8.276687346249858232e-03, -7.948734364869085578e-01, 2.903244317761594952e-03, 6.067118653747399781e-01, 4.465015875495706443e-03, -8.324869364015984388e-03, 4.518888278289049341e-04, -2.054082984076213356e-04, 6.504627468008088902e-04, 7.470312765518010963e-04, -4.998339849644312105e-02, 8.987132372908313016e-02, 1.001973173909759783e-02, 
1413393212355760384, 3.282064100814664461e-04, -2.695236523855913777e-04, 3.783153762444544819e-05, 5.456634571706861676e-03, -7.951410292630016752e-01, 5.672899079571712411e-03, 6.063734714990078878e-01, 5.053997277231722131e-03, -6.995848274504989743e-03, 1.273187339649597570e-03, -1.574353959614506525e-04, 2.984942608165313226e-03, 3.563452035070144644e-03, -4.722060637845718056e-02, 8.935953807829009887e-02, 8.993773659443975166e-03, 
1413393212405760512, 3.706323085762507313e-04, -3.217464654314070981e-04, 6.344344172109068992e-04, 8.915355886854155676e-04, -7.971530978255716438e-01, 1.123625125992804182e-02, 6.036720056860451766e-01, 4.716022607488401866e-03, -2.515296642835550614e-03, 4.824114316626222643e-03, 5.369934361349206452e-04, 2.047091709764627468e-02, 1.861685629574260509e-02, -2.605183755173857280e-02, 8.955555507206058863e-02, 3.261429760255674104e-03, 
1413393212455760384, 5.551858646345199377e-04, -4.174445041027315052e-04, 9.461490072873487544e-04, -2.914925077551983133e-04, -7.975339973529705917e-01, 1.230651866523512460e-02, 6.031483960823009749e-01, 5.488311441527220225e-03, -4.286872825721309635e-03, 5.524555707404505203e-03, 4.364984109864180283e-04, 2.292604115507958229e-02, 2.275814716094244627e-02, -2.240503912082076471e-02, 8.951326396430636656e-02, 2.201954063970367088e-03, 
1413393212505760512, 2.571436014159373838e-04, -2.092952050155717607e-04, 9.486578485435801216e-04, -5.209639327873149921e-04, -7.983445571634913973e-01, 1.312204014216897599e-02, 6.020577287158740409e-01, 7.465888691155498887e-04, -6.784735052839678451e-04, 5.520057721200052891e-03, 1.751751709045876984e-04, 2.813243190832699289e-02, 3.732299596900626876e-02, -1.800236007016291911e-02, 8.959610842115958707e-02, 8.824965608951130993e-04, 
1413393212555760384, -7.673081752411188908e-06, -3.900621738138367164e-05, 1.032352730359074704e-03, -4.661132578195978523e-04, -7.985970668625164137e-01, 1.351346582973977917e-02, 6.017141296149565166e-01, -1.772124114833348047e-03, -5.895980736709692700e-04, 1.611995707288125818e-03, -3.314040375668003517e-04, 2.973657136304433055e-02, 4.579449250515162106e-02, -1.819211962210585259e-02, 8.957063578483094590e-02, 9.293237198808761753e-04, 
1413393212605760512, -2.360313684611464041e-04, 1.711119580989213214e-04, 1.229406241139493084e-03, 2.278671657463384262e-04, -7.985097473821370917e-01, 1.328126803953575720e-02, 6.018353091432344648e-01, -2.313599749050058909e-03, 5.277660939537803450e-03, 3.351874313159945371e-03, -1.525346749431923978e-03, 2.912144403632876619e-02, 5.599846707059047413e-02, -1.840930166903290144e-02, 8.963515169913582881e-02, 1.076208892629338873e-03, 
1413393212655760384, -2.880347496478091610e-04, -2.444015811522902925e-05, 2.214691981539439105e-03, 9.380636983193858715e-04, -7.981248576025586905e-01, 1.247428917028439374e-02, 6.023622031826775247e-01, -1.269926677501093852e-03, -1.592687084308146150e-03, 2.518334956732239550e-03, -1.282635642282197765e-03, 2.679925235173644810e-02, 6.302718897818124222e-02, -1.206350503016720595e-02, 8.950715271823563024e-02, -7.936202708418554344e-04, 
1413393212705760512, -4.983977039735571065e-04, 9.025469203914818889e-05, 2.765368902116197534e-03, 1.050269088930609780e-03, -7.983434606524544286e-01, 1.272644522320123990e-02, 6.020669841141305101e-01, -7.525921582119247423e-04, -8.059980577072552513e-04, 3.927714785235464877e-03, -1.569308067370477847e-03, 2.643528916017229280e-02, 6.659058111585246242e-02, -1.564910818890860589e-02, 8.944455520076896593e-02, 2.071489011547658968e-04, 
1413393212755760384, -1.100124891325736593e-03, -6.703539790420204390e-05, 7.059111203893930243e-03, 1.489403160550456431e-03, -7.981257532798731180e-01, 1.217188884532381492e-02, 6.023660919670013048e-01, -9.383794770507682820e-04, -6.813268838397124657e-04, 1.462602738913150457e-02, -1.565070991529302676e-03, 2.617886056435092881e-02, 6.846636450981080646e-02, -2.260130308688356598e-02, 8.960462187016403346e-02, 2.265698244388957873e-03, 
1413393212805760512, -1.428034381154605174e-03, 5.333310056493182055e-04, 7.250850780920352345e-03, 1.119445441352918350e-03, -7.982503055022641680e-01, 1.289040780813971443e-02, 6.021868763050102213e-01, -2.724327526904197702e-03, 2.209625869340390257e-03, 1.472160438975346659e-02, -1.896533150319534324e-03, 2.603754138210663191e-02, 7.004550610410348321e-02, -2.379032771850919312e-02, 8.961585062748669839e-02, 2.643238523288672388e-03, 
1413393212855760384, -1.202976849955239569e-03, 4.077173562100062476e-04, 6.901438900442140312e-03, 1.194727427475067091e-03, -7.980634327412617912e-01, 1.262920162056646936e-02, 6.024399000846761831e-01, 2.800292689352178437e-04, 2.831445938652078081e-03, 9.555235021273603135e-03, -1.876581457567154734e-03, 2.660221635594209322e-02, 6.983016979594264262e-02, -1.131842741012390775e-02, 8.926070291258934863e-02, -8.950857984994304217e-04, 
1413393212905760512, -1.081797831584243750e-03, 3.961881880813561624e-04, 6.903956815721855669e-03, 1.473926241714887224e-03, -7.980126530651339145e-01, 1.228577443895382225e-02, 6.025136453523814994e-01, 4.620877937688538375e-04, -1.867820235212629826e-04, 5.884150611913150676e-03, -1.912203161441038178e-03, 2.605463637990444725e-02, 7.135635079065788533e-02, -6.226446126139172088e-03, 8.920873564429629421e-02, -2.294000183274846720e-03, 
1413393212955760384, -1.429205083321217346e-03, 1.020603235165912486e-03, 4.833219622456693537e-03, 1.514094322198656977e-03, -7.984051439398893724e-01, 1.262061313672141645e-02, 6.019864232462071030e-01, -4.401839994239130534e-03, 1.412710972585531823e-03, 3.125194589582523837e-03, -2.039072706933119095e-03, 2.552807566660829711e-02, 7.303130126892684593e-02, -6.922949551599965647e-03, 8.888201397398633186e-02, -2.005387885003267687e-03, 
1413393213005760512, -1.719506019560834058e-03, 1.206681603912531991e-03, 5.354090274308016990e-03, 1.662299841645553059e-03, -7.983395882830290891e-01, 1.250726201946691409e-02, 6.020753332732513563e-01, -3.363698731496799800e-03, 4.990651098865048554e-03, 4.565188337581044253e-03, -2.001455055394786488e-03, 2.540965125575085290e-02, 7.360183675167625283e-02, -1.046507806195992422e-02, 8.895429203952187613e-02, -8.362768320198573626e-04, 
1413393213055760384, -1.899221027348865559e-03, 1.245486638160681926e-03, 5.836598824386107255e-03, 1.911555507886404919e-03, -7.980848190728329072e-01, 1.221507035136477036e-02, 6.024182596646079357e-01, -2.343383171359603688e-03, 7.797968407627958905e-04, 3.509178909376678944e-03, -2.010612688172477500e-03, 2.529301142335442509e-02, 7.394790727662071961e-02, -1.121579280074993731e-02, 8.915566799057389469e-02, -5.695034722920981835e-04, 
1413393213105760512, -2.602280994351921766e-03, 1.679721033151276768e-03, 6.399367031741895126e-03, 1.984678902700998723e-03, -7.982425854483496952e-01, 1.223698333489085105e-02, 6.022085121162347177e-01, -6.383591047762511919e-03, 1.246542155057443453e-03, 3.116573078846269444e-03, -1.872671369968097405e-03, 2.518995558229806392e-02, 7.434536861287333043e-02, -1.485050330242886941e-02, 8.880276914423693158e-02, 6.501839985614679207e-04, 
