#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1403636604113555500,0,0,0,0.60778401578588758802,-0.044259477197997908193,-0.79286801476244450626,0,0,0,0,-0.0012693303650867851767,0.021895948797747040449,0.084029670168745171366,-0.0054293503056257463868,0.00030307718507704972666,0.001471418390085243999
1403636604313555500,5.7575117005836812787e-05,0.00013298940883314241284,-0.00036728263675965642111,0.60771065089315179364,-0.044043329524269203556,-0.79293617883245592903,-0.00040769353932106273172,3.394329886606973351e-05,-1.6399531185671677863e-05,-0.0035701689349752494321,-0.0013471798412884976315,0.021864427885542277175,0.083861345510990573104,-0.012403425351960501583,0.00074345979406696552708,0.0032646747973033877696
1403636604513555500,0.00017234455108843305441,0.00032327424840620101309,-0.0008260033810494312248,0.60763401434620323283,-0.043800984990683480835,-0.79300803392265295511,-0.0007977828607891301058,-0.00040595494559907520718,-0.00030897640333513273943,-0.0039258044547541663671,-0.001414503651943026805,0.021815593637035567837,0.083683540619338969702,-0.023503482351272773909,0.0013636141970837188913,0.0062743146614158470248
1403636604713555500,0.0001127396255699849659,0.00052479005574089195897,-0.001272839920932276837,0.60756644743488896765,-0.043622296410159668023,-0.79306921256743168058,-0.0011538132116670489664,-0.00042319698863881602749,-0.0009167918098059659078,-0.0028535512662233083331,-0.0014972183775937301844,0.021763838272478335661,0.083491772661557356328,-0.029250724952869851248,0.0016048898632126350206,0.0078788322899217971829
1403636604913555500,3.4524963142226506056e-05,0.00045928492500839021313,-0.0014937973321578791597,0.60745139314190177426,-0.043407668509973892923,-0.79316851643730912347,-0.0015112303366913893039,-0.00058851676881594393309,-0.0022211612201427245045,-0.0014978114561663342409,-0.001614335887563926597,0.02167308370621594607,0.083139175838121304185,-0.03113691874937640422,0.0014809274021671081471,0.0084536246972906885916
1403636605113555500,-2.3849692917754487125e-05,0.00025773680281010160004,-0.0016544538120550336333,0.60740685688201445647,-0.043197536614869205818,-0.79321348796579416174,-0.0018015416344053340747,-0.00037381666436984409187,-0.0027746116453740130893,-0.0016141120555430248356,-0.0017475755452043136799,0.021633257010198112674,0.082671138789178783002,-0.0325243610216638529,0.0011613925013666179503,0.0088790146799400723049
1403636605313555500,-0.00026579518043289099847,-6.920748297485488287e-05,-0.0016741322786907718995,0.60737555215169714007,-0.043127603930809395305,-0.79324073487802249094,-0.0020211278500791361561,-0.0014450535142876046527,-0.0035882636801919561009,-0.0010031883174629165414,-0.0019507089113484105819,0.021436020795862948535,0.082063886806182526068,-0.033143079588184402862,0.00057692173866048541281,0.0092683663405851435257
1403636605513555500,-0.00039643651609822156984,-0.00066587195384424659704,-0.001706338093331493961,0.60731553037249164095,-0.043124997502710635255,-0.79328647514069994262,-0.0021562740127629470739,-0.0011808641119745192857,-0.003929140338673611961,0.00024112737468152703967,-0.0021651414475399363008,0.021273004007167091445,0.081409605451699396106,-0.033009173775567619835,-0.0001487920453137944049,0.0093915517593109489047
1403636605713555500,-0.00050518712340599336401,-0.0013216184658916409027,-0.0016756374160651974891,0.60726649561612366934,-0.043096307585149720709,-0.79332522940517280485,-0.0022785881314906128968,-0.00066711000747134954932,-0.003680329506161481197,-0.00025061975323212862731,-0.0023427776767109319625,0.021200825819343419032,0.080837235800227849603,-0.033146210222334111795,-0.00080446713886066039106,0.0094943202877257552169
1403636605913555500,-0.00053692854020052926695,-0.0017656211322511366785,-0.0018161369946491231434,0.60721230859870423124,-0.043105073887837096203,-0.79336580588647420686,-0.002421351165465972493,-0.001032902991963933776,-0.0031169268006850715282,-0.00021222943754453942218,-0.0024916114569927508456,0.021087637969484943068,0.080420691507895394889,-0.033253560079620332612,-0.0012993528006225254535,0.0096400366205436505834
