1747132457,4.6,11.8791
1747132458,4.6,11.8769
1747132459,4.6,11.8732
1747132460,4.6,11.8714
1747132461,4.6,11.8698
1747132462,4.6,11.8682
1747132464,4.6,11.8635
1747132465,4.6,11.8634
1747132466,4.6,11.8602
1747132467,4.6,11.8601
1747132468,4.6,11.8633
1747132469,4.6,11.8602
1747132471,4.6,11.86
1747132472,4.6,11.8631
1747132473,4.6,11.8629
1747132474,4.5,11.8612
1747132475,4.5,11.8627
1747132477,4.5,11.8629
1747132478,4.5,11.8628
1747132479,4.5,11.8627
1747132480,4.5,11.8628
1747132481,4.5,11.8628
1747132482,4.5,11.8626
1747132484,4.5,11.858
1747132485,4.5,11.8659
1747132486,4.5,11.8644
1747132487,4.5,11.8645
1747132488,4.5,11.8602
1747132490,4.5,11.8616
1747132491,4.5,11.8663
1747132492,4.5,11.8613
1747132493,4.5,11.8661
1747132494,4.5,11.8643
1747132495,4.5,11.8643
1747132497,4.5,11.8659
1747132498,4.5,11.8643
1747132499,4.5,11.8691
1747132500,4.5,11.8642
1747132501,4.5,11.8674
1747132503,4.5,11.8631
1747132504,4.5,11.8648
1747132505,4.5,11.9451
1747132506,4.5,11.9437
1747132507,4.5,11.9439
1747132508,4.5,11.9456
1747132510,4.5,11.9427
1747132511,4.5,11.9428
1747132512,4.5,11.9445
1747132513,4.5,11.9457
1747132514,4.5,11.9443
1747132516,4.5,11.9442
1747132517,4.5,11.9455
1747132518,4.5,11.9407
1747132519,4.5,11.9426
1747132520,4.5,11.9409
1747132521,4.5,11.9394
1747132523,4.5,11.941
1747132524,4.5,11.9426
1747132525,4.5,11.8809
1747132526,4.5,11.8808
1747132527,4.5,11.8793
1747132529,4.5,11.8824
1747132530,4.5,11.8844
1747132531,4.5,11.8813
1747132532,4.5,11.8877
1747132533,4.5,11.8862
1747132534,4.5,11.8849
1747132536,4.5,11.885
1747132537,4.5,11.8865
1747132538,4.5,11.8869
1747132539,4.5,11.887
1747132540,4.5,11.8841
1747132541,4.5,11.8919
1747132543,4.5,11.887
1747132544,4.5,11.8873
1747132545,4.5,11.8656
1747132546,4.5,11.8619
1747132547,4.5,11.8676
1747132549,4.5,11.8645
1747132550,4.5,11.866
1747132551,4.5,11.8597
1747132552,4.5,11.8614
1747132553,4.5,11.8658
1747132554,4.5,11.866
1747132556,4.5,11.8627
1747132557,4.5,11.866
1747132558,4.5,11.8646
1747132559,4.5,11.8695
1747132560,4.5,11.8614
1747132562,4.5,11.8613
1747132563,4.5,11.8631
1747132564,4.5,11.8613
1747132565,4.5,11.8595
1747132566,4.5,11.8629
1747132567,4.5,11.8644
1747132569,4.5,11.8611
1747132570,4.5,11.8628
1747132571,4.5,11.8596
1747132572,4.5,11.8592
1747132573,4.5,11.8562
1747132575,4.5,11.8593
1747132576,4.5,11.8592
1747132577,4.4,11.8653
1747132578,4.4,11.8607
1747132579,4.4,11.8621
1747132580,4.4,11.8622
1747132582,4.4,11.8638
1747132583,4.4,11.8638
1747132584,4.4,11.8606
1747132585,4.4,11.8651
1747132586,4.4,11.8604
1747132588,4.4,11.8603
1747132589,4.4,11.8572
1747132590,4.4,11.8604
1747132591,4.4,11.8589
1747132592,4.4,11.8636
1747132593,4.4,11.8605
1747132595,4.4,11.8573
1747132596,4.4,11.8589
1747132597,4.4,11.8606
1747132598,4.4,11.862
1747132599,4.4,11.8574
1747132600,4.4,11.8651
1747132602,4.4,11.8637
1747132603,4.4,11.8636
1747132604,4.4,11.8651
1747132605,4.4,11.8651
1747132606,4.4,11.8621
1747132608,4.4,11.8604
1747132609,4.4,11.8621
1747132610,4.4,11.8638
1747132611,4.4,11.8606
1747132612,4.4,11.8652
1747132613,4.4,11.8621
1747132615,4.4,11.8639
1747132616,4.4,11.8622
1747132617,4.4,11.8635
1747132618,4.4,11.862
1747132619,4.4,11.8587
1747132621,4.4,11.8605
1747132622,4.4,11.8604
1747132623,4.4,11.8575
1747132624,4.4,11.8606
1747132625,4.4,11.8573
1747132626,4.4,11.8573
1747132628,4.4,11.8603
1747132629,4.4,11.8589
1747132630,4.4,11.862
1747132631,4.4,11.8588
1747132632,4.4,11.8606
1747132634,4.4,11.8607
1747132635,4.4,11.8592
1747132636,4.4,11.8702
1747132637,4.4,11.8656
1747132638,4.4,11.8656
1747132639,4.4,11.8655
1747132641,4.4,11.8654
1747132642,4.4,11.8668
1747132643,4.4,11.8624
1747132644,4.4,11.8609
1747132645,4.4,11.8623
1747132646,4.4,11.8606
1747132648,4.4,11.8637
1747132649,4.4,11.8622
1747132650,4.4,11.8624
1747132651,4.4,11.8624
1747132652,4.4,11.8592
1747132654,4.4,11.8638
1747132655,4.4,11.8625
1747132656,4.4,11.8625
1747132657,4.4,11.8607
1747132658,4.4,11.8622
1747132659,4.4,11.8653
1747132661,4.4,11.8641
1747132662,4.4,11.8641
1747132663,4.4,11.8625
1747132664,4.4,11.8613
1747132665,4.4,11.863
1747132667,4.4,11.863
1747132668,4.4,11.8614
1747132669,4.4,11.8648
1747132670,4.4,11.8665
1747132671,4.4,11.8634
1747132672,4.4,11.8669
1747132674,4.4,11.867
1747132675,4.4,11.8639
1747132676,4.4,11.8638
1747132677,4.4,11.8646
1747132678,4.4,11.863
1747132680,4.4,11.8596
1747132681,4.4,11.8598
1747132682,4.4,11.8658
1747132683,4.3,11.8627
1747132684,4.3,11.8644
1747132685,4.3,11.862
1747132687,4.3,11.8605
1747132688,4.3,11.8668
1747132689,4.3,11.8651
1747132690,4.3,11.8637
1747132691,4.3,11.862
1747132693,4.3,11.8637
1747132694,4.3,11.8667
1747132695,4.3,11.8667
1747132696,4.3,11.8634
1747132697,4.3,11.8635
1747132698,4.3,11.8606
1747132700,4.3,11.8637
1747132701,4.3,11.8594
1747132702,4.3,11.8611
1747132703,4.3,11.8598
1747132704,4.3,11.8647
1747132706,4.3,11.8633
1747132707,4.3,11.8651
1747132708,4.3,11.8597
1747132709,4.3,11.8612
1747132710,4.3,11.8644
1747132711,4.3,11.8629
1747132713,4.3,11.8595
1747132714,4.3,11.8597
1747132715,4.3,11.8613
1747132716,4.3,11.8658
1747132717,4.3,11.8656
1747132719,4.3,11.8624
1747132720,4.3,11.8625
1747132721,4.3,11.8625
1747132722,4.3,11.861
1747132723,4.3,11.861
1747132724,4.3,11.8607
1747132726,4.3,11.8593
1747132727,4.3,11.8608
1747132728,4.3,11.8576
1747132729,4.3,11.8592
1747132730,4.3,11.8592
1747132732,4.3,11.8607
1747132733,4.3,11.8654
1747132734,4.3,11.8639
1747132735,4.3,11.8657
1747132736,4.3,11.8657
1747132737,4.3,11.8658
1747132739,4.3,11.8675
1747132740,4.3,11.866
1747132741,4.3,11.8645
1747132742,4.3,11.8661
1747132743,4.3,11.8663
1747132744,4.3,11.8666
1747132746,4.3,11.863
1747132747,4.3,11.8664
1747132748,4.3,11.8618
1747132749,4.3,11.8617
1747132750,4.3,11.8602
1747132752,4.3,11.8585
1747132753,4.3,11.8602
1747132754,4.3,11.8587
1747132755,4.3,11.8632
1747132756,4.3,11.858
1747132757,4.3,11.858
1747132759,4.3,11.8643
1747132760,4.3,11.8657
1747132761,4.3,11.8657
1747132762,4.3,11.8643
1747132763,4.3,11.8658
1747132764,4.3,11.8607
1747132766,4.3,11.8591
1747132767,4.3,11.8592
1747132768,4.3,11.8605
1747132769,4.3,11.8636
1747132770,4.3,11.8621
1747132772,4.3,11.8572
1747132773,4.3,11.8573
1747132774,4.3,11.8588
1747132775,4.3,11.8636
1747132776,4.3,11.8573
1747132777,4.3,11.8573
1747132779,4.3,11.8588
1747132780,4.3,11.862
1747132781,4.3,11.862
1747132782,4.3,11.8589
1747132783,4.3,11.862
1747132784,4.3,11.862
1747132786,4.3,11.8668
1747132787,4.3,11.8654
1747132788,4.3,11.8623
1747132789,4.3,11.8625
1747132790,4.3,11.8628
1747132792,4.3,11.8627
1747132793,4.3,11.8626
1747132794,4.2,11.8638
1747132795,4.2,11.8638
1747132796,4.2,11.8638
1747132797,4.2,11.8623
1747132799,4.2,11.867
1747132800,4.2,11.867
1747132801,4.2,11.8686
